DATE,TIME,DURATION,NAME,ACTIVITY TYPE,TOOLS,BUILD NOTES
,,,,,,
"20170421,","16:15:00,","N.A.,","NANDI,","INIT,","GIT, OPENCALC,",Git Repo Re-Structured and initialized log csv file
